     ,Age ,JobLevel            ,JobInvolvement ,JobSatisfaction ,MonthlyIncome           ,TotalWorkingYears ,YearsAtCompany ,YearsInCurrentRole ,YearsSinceLastPromotion ,YearsWithCurrManager ,DistanceFromHome ,Education ,EnvironmentSatisfaction ,RelationshipSatisfaction ,WorkLifeBalance ,NumCompaniesWorked ,PercentSalaryHike ,PerformanceRating ,StockOptionLevel ,TrainingTimesLastYear ,Attrition ,Gender_Female ,Gender_Male ,MaritalStatus_Divorced ,MaritalStatus_Married ,MaritalStatus_Single ,Department_Human Resources ,Department_Research & Development ,Department_Sales ,JobRole_Healthcare Representative ,JobRole_Human Resources ,JobRole_Laboratory Technician ,JobRole_Manager ,JobRole_Manufacturing Director ,JobRole_Research Director ,JobRole_Research Scientist ,JobRole_Sales Executive ,JobRole_Sales Representative ,BusinessTravel_Non-Travel ,BusinessTravel_Travel_Frequently ,BusinessTravel_Travel_Rarely ,EducationField_Human Resources ,EducationField_Life Sciences ,EducationField_Marketing ,EducationField_Medical ,EducationField_Other ,EducationField_Technical Degree ,OverTime_No ,OverTime_Yes
 284 , 26 ,0.24162209711567809 ,             3 ,              1 ,-0.07387373347125087    ,              5.0 ,           5.0 ,               3.0 ,0.932624551643783       ,                   3 ,              11 ,        2 ,                      1 ,                       3 ,              3 ,                 1 ,               13 ,                3 ,               1 ,                    3 ,        0 ,          0.0 ,        1.0 ,                   0.0 ,                  1.0 ,                 0.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              1.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             1.0 ,                         0.0 ,                           0.0 ,                         0.0 ,                     0.0 ,                   1.0 ,                 0.0 ,                            0.0 ,        0.0 ,         1.0
 285 , 37 ,-1.1701349128380225 ,             3 ,              4 ,-1.4250120461632856     ,             17.0 ,          17.0 ,              12.0 ,1.3030222721549278      ,                   7 ,               1 ,        3 ,                      4 ,                       2 ,              3 ,                 1 ,               12 ,                3 ,               0 ,                    3 ,        0 ,          1.0 ,        0.0 ,                   0.0 ,                  0.0 ,                 1.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       1.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         1.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
 286 , 44 ,-1.1701349128380225 ,             3 ,              3 ,-0.7307042217194235     ,             19.0 ,           1.0 ,               0.0 ,-1.0979508909510696     ,                   0 ,              24 ,        3 ,                      4 ,                       4 ,              1 ,                 3 ,               22 ,                4 ,               1 ,                    0 ,        1 ,          0.0 ,        1.0 ,                   1.0 ,                  0.0 ,                 0.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          1.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             1.0 ,                         0.0 ,                           0.0 ,                         1.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        0.0 ,         1.0
 287 , 38 ,0.24162209711567809 ,             3 ,              4 ,0.222869492522708       ,             10.0 ,           2.0 ,               2.0 ,0.09363795813772066     ,                   2 ,              23 ,        4 ,                      4 ,                       2 ,              3 ,                 9 ,               14 ,                3 ,               1 ,                    2 ,        0 ,          0.0 ,        1.0 ,                   1.0 ,                  0.0 ,                 0.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              1.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         1.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
 288 , 26 ,-1.1701349128380225 ,             3 ,              2 ,-1.2215811518814428     ,              5.0 ,           3.0 ,               2.0 ,-1.0979508909510696     ,                   2 ,              16 ,        4 ,                      1 ,                       4 ,              3 ,                 2 ,               13 ,                3 ,               1 ,                    2 ,        1 ,          0.0 ,        1.0 ,                   1.0 ,                  0.0 ,                 0.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          1.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         0.0 ,                     0.0 ,                   1.0 ,                 0.0 ,                            0.0 ,        0.0 ,         1.0
 289 , 28 ,-1.1701349128380225 ,             3 ,              4 ,-0.6539184555099005     ,              5.0 ,           5.0 ,               3.0 ,-1.0979508909510696     ,                   2 ,               8 ,        2 ,                      4 ,                       4 ,              3 ,                 1 ,               21 ,                4 ,               0 ,                    3 ,        0 ,          1.0 ,        0.0 ,                   0.0 ,                  0.0 ,                 1.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       1.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         1.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
 290 , 49 ,1.843455618085905   ,             3 ,              1 ,1.7065680636630618      ,             22.0 ,           3.0 ,               2.0 ,0.09363795813772066     ,                   2 ,              10 ,        4 ,                      3 ,                       4 ,              3 ,                 9 ,               11 ,                3 ,               0 ,                    4 ,        0 ,          1.0 ,        0.0 ,                   0.0 ,                  0.0 ,                 1.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      1.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             1.0 ,                         0.0 ,                           0.0 ,                         1.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        0.0 ,         1.0
 291 , 36 ,0.24162209711567809 ,             3 ,              2 ,-0.16133393963301568    ,             10.0 ,           8.0 ,               0.0 ,1.5233471860668726      ,                   7 ,               3 ,        3 ,                      3 ,                       4 ,              3 ,                 4 ,               12 ,                3 ,               0 ,                    2 ,        0 ,          0.0 ,        1.0 ,                   0.0 ,                  0.0 ,                 1.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       1.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         0.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            1.0 ,        1.0 ,         0.0
 292 , 31 ,-1.1701349128380225 ,             3 ,              2 ,-0.9422996874491829     ,              2.0 ,           2.0 ,               2.0 ,0.6197033290330628      ,                   2 ,               5 ,        3 ,                      4 ,                       3 ,              2 ,                 1 ,               11 ,                3 ,               1 ,                    5 ,        0 ,          1.0 ,        0.0 ,                   1.0 ,                  0.0 ,                 0.0 ,                       0.0 ,                              0.0 ,             1.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         1.0 ,                      0.0 ,                             1.0 ,                         0.0 ,                           0.0 ,                         0.0 ,                     1.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
 293 , 26 ,0.24162209711567809 ,             2 ,              4 ,0.24466699376161302     ,              8.0 ,           8.0 ,               7.0 ,1.5233471860668726      ,                   4 ,               4 ,        4 ,                      4 ,                       2 ,              3 ,                 1 ,               12 ,                3 ,               0 ,                    0 ,        1 ,          0.0 ,        1.0 ,                   0.0 ,                  0.0 ,                 1.0 ,                       0.0 ,                              0.0 ,             1.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    1.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         0.0 ,                     1.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        0.0 ,         1.0
 294 , 37 ,-1.1701349128380225 ,             3 ,              4 ,-1.2566715766896102     ,              4.0 ,           4.0 ,               2.0 ,0.09363795813772066     ,                   2 ,               9 ,        3 ,                      2 ,                       3 ,              2 ,                 1 ,               12 ,                3 ,               3 ,                    3 ,        0 ,          0.0 ,        1.0 ,                   0.0 ,                  1.0 ,                 0.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       1.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             1.0 ,                         0.0 ,                           0.0 ,                         0.0 ,                     0.0 ,                   1.0 ,                 0.0 ,                            0.0 ,        0.0 ,         1.0
 295 , 42 ,1.5001635467712537  ,             3 ,              2 ,1.4405176990168354      ,             23.0 ,          18.0 ,               4.0 ,1.1458345245989048      ,                   8 ,              26 ,        3 ,                      3 ,                       4 ,              4 ,                 5 ,               14 ,                3 ,               1 ,                    2 ,        0 ,          1.0 ,        0.0 ,                   0.0 ,                  1.0 ,                 0.0 ,                       0.0 ,                              0.0 ,             1.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    1.0 ,                         0.0 ,                      0.0 ,                             1.0 ,                         0.0 ,                           0.0 ,                         0.0 ,                     1.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
 296 , 18 ,-1.1701349128380225 ,             3 ,              3 ,-2.1585851692966576     ,              0.0 ,           0.0 ,               0.0 ,-1.0979508909510696     ,                   0 ,               3 ,        3 ,                      3 ,                       3 ,              3 ,                 1 ,               13 ,                3 ,               0 ,                    2 ,        1 ,          0.0 ,        1.0 ,                   0.0 ,                  0.0 ,                 1.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          1.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         1.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
 297 , 35 ,1.0098224046128177  ,             3 ,              2 ,0.7171564079610824      ,             12.0 ,          11.0 ,               9.0 ,1.4250615390081112      ,                   9 ,              16 ,        3 ,                      3 ,                       3 ,              2 ,                 0 ,               15 ,                3 ,               2 ,                    3 ,        0 ,          0.0 ,        1.0 ,                   0.0 ,                  1.0 ,                 0.0 ,                       0.0 ,                              0.0 ,             1.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    1.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         0.0 ,                     1.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
 298 , 36 ,-1.1701349128380225 ,             4 ,              4 ,-0.47584273617462086    ,              4.0 ,           1.0 ,               0.0 ,-1.0979508909510696     ,                   0 ,              18 ,        4 ,                      3 ,                       4 ,              3 ,                 4 ,               18 ,                3 ,               2 ,                    2 ,        0 ,          0.0 ,        1.0 ,                   0.0 ,                  1.0 ,                 0.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          1.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             1.0 ,                         0.0 ,                           0.0 ,                         1.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
 299 , 51 ,0.24162209711567809 ,             1 ,              2 ,0.1513117235394095      ,             13.0 ,           4.0 ,               1.0 ,0.09363795813772066     ,                   2 ,               2 ,        3 ,                      4 ,                       4 ,              3 ,                 5 ,               18 ,                3 ,               1 ,                    3 ,        0 ,          0.0 ,        1.0 ,                   1.0 ,                  0.0 ,                 0.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           1.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         0.0 ,                     0.0 ,                   1.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
 300 , 41 ,1.5001635467712537  ,             3 ,              2 ,1.6618181791148783      ,             22.0 ,          18.0 ,              10.0 ,-1.0979508909510696     ,                   4 ,               2 ,        4 ,                      4 ,                       2 ,              3 ,                 1 ,               19 ,                3 ,               0 ,                    2 ,        0 ,          0.0 ,        1.0 ,                   0.0 ,                  0.0 ,                 1.0 ,                       0.0 ,                              0.0 ,             1.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            1.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         1.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
 301 , 18 ,-1.1701349128380225 ,             2 ,              3 ,-2.4827596478657843     ,              0.0 ,           0.0 ,               0.0 ,-1.0979508909510696     ,                   0 ,              10 ,        3 ,                      4 ,                       1 ,              3 ,                 1 ,               12 ,                3 ,               0 ,                    2 ,        0 ,          1.0 ,        0.0 ,                   0.0 ,                  0.0 ,                 1.0 ,                       0.0 ,                              0.0 ,             1.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         1.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         0.0 ,                     0.0 ,                   1.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
 302 , 28 ,0.24162209711567809 ,             4 ,              1 ,0.20043446184151067     ,              9.0 ,           8.0 ,               3.0 ,-1.0979508909510696     ,                   7 ,              16 ,        2 ,                      2 ,                       3 ,              3 ,                 0 ,               19 ,                3 ,               0 ,                    2 ,        0 ,          0.0 ,        1.0 ,                   0.0 ,                  0.0 ,                 1.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              1.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         0.0 ,                     0.0 ,                   1.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
 303 , 31 ,0.24162209711567809 ,             4 ,              4 ,0.5037377421019421      ,             10.0 ,           8.0 ,               7.0 ,1.5233471860668726      ,                   7 ,               7 ,        3 ,                      2 ,                       2 ,              2 ,                 4 ,               11 ,                3 ,               1 ,                    3 ,        0 ,          0.0 ,        1.0 ,                   0.0 ,                  1.0 ,                 0.0 ,                       0.0 ,                              0.0 ,             1.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    1.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         0.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            1.0 ,        1.0 ,         0.0
 304 , 39 ,1.0098224046128177  ,             4 ,              4 ,0.9747868548728534      ,             19.0 ,          18.0 ,              10.0 ,0.932624551643783       ,                   7 ,               1 ,        3 ,                      3 ,                       1 ,              2 ,                 0 ,               17 ,                3 ,               3 ,                    5 ,        0 ,          0.0 ,        1.0 ,                   1.0 ,                  0.0 ,                 0.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              1.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         0.0 ,                     0.0 ,                   1.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
 305 , 36 ,0.24162209711567809 ,             3 ,              2 ,0.2039316984130435      ,             11.0 ,           9.0 ,               8.0 ,-1.0979508909510696     ,                   8 ,              24 ,        4 ,                      2 ,                       3 ,              3 ,                 7 ,               15 ,                3 ,               1 ,                    3 ,        0 ,          1.0 ,        0.0 ,                   0.0 ,                  1.0 ,                 0.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          1.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      1.0 ,                             0.0 ,                         0.0 ,                           0.0 ,                         1.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
 306 , 32 ,0.24162209711567809 ,             2 ,              3 ,0.15187080417602628     ,             13.0 ,          13.0 ,               8.0 ,1.1458345245989048      ,                   8 ,               7 ,        3 ,                      4 ,                       3 ,              2 ,                 1 ,               14 ,                3 ,               1 ,                    3 ,        0 ,          0.0 ,        1.0 ,                   0.0 ,                  1.0 ,                 0.0 ,                       0.0 ,                              0.0 ,             1.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    1.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         1.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
 307 , 38 ,1.0098224046128177  ,             2 ,              2 ,1.287061548092708       ,             19.0 ,          10.0 ,               8.0 ,-1.0979508909510696     ,                   1 ,              25 ,        2 ,                      1 ,                       3 ,              3 ,                 3 ,               17 ,                3 ,               1 ,                    2 ,        0 ,          1.0 ,        0.0 ,                   0.0 ,                  1.0 ,                 0.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      1.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         1.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
 308 , 58 ,0.24162209711567809 ,             1 ,              3 ,0.20016505807535706     ,             12.0 ,           5.0 ,               3.0 ,0.09363795813772066     ,                   2 ,               1 ,        4 ,                      4 ,                       4 ,              3 ,                 2 ,               13 ,                3 ,               1 ,                    2 ,        0 ,          0.0 ,        1.0 ,                   1.0 ,                  0.0 ,                 0.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              1.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      1.0 ,                             0.0 ,                         0.0 ,                           0.0 ,                         1.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        0.0 ,         1.0
 309 , 31 ,-1.1701349128380225 ,             3 ,              4 ,-0.04766028719014896    ,              6.0 ,           5.0 ,               2.0 ,-1.0979508909510696     ,                   3 ,               5 ,        4 ,                      3 ,                       3 ,              3 ,                 0 ,               12 ,                3 ,               1 ,                    4 ,        0 ,          0.0 ,        1.0 ,                   0.0 ,                  1.0 ,                 0.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       1.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         0.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            1.0 ,        0.0 ,         1.0
 310 , 31 ,0.24162209711567809 ,             2 ,              1 ,0.3880580919763892      ,              9.0 ,           2.0 ,               2.0 ,0.09363795813772066     ,                   0 ,               2 ,        3 ,                      1 ,                       4 ,              3 ,                 3 ,               12 ,                3 ,               0 ,                    1 ,        0 ,          0.0 ,        1.0 ,                   0.0 ,                  1.0 ,                 0.0 ,                       1.0 ,                              0.0 ,             0.0 ,                              0.0 ,                    1.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           1.0 ,                         0.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
 311 , 45 ,1.0098224046128177  ,             3 ,              1 ,0.07299211277543745     ,             24.0 ,          18.0 ,               9.0 ,1.5658238032600442      ,                  11 ,               7 ,        3 ,                      1 ,                       1 ,              3 ,                 1 ,               18 ,                3 ,               1 ,                    2 ,        0 ,          0.0 ,        1.0 ,                   1.0 ,                  0.0 ,                 0.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          1.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             1.0 ,                         0.0 ,                           0.0 ,                         1.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
 312 , 31 ,-1.1701349128380225 ,             3 ,              4 ,-1.0009797135967444     ,              3.0 ,           2.0 ,               2.0 ,0.6197033290330628      ,                   2 ,               2 ,        4 ,                      3 ,                       2 ,              1 ,                 0 ,               18 ,                3 ,               1 ,                    2 ,        0 ,          0.0 ,        1.0 ,                   1.0 ,                  0.0 ,                 0.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       1.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         1.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        0.0 ,         1.0
 313 , 33 ,1.0098224046128177  ,             3 ,              2 ,1.2663690090585433      ,             12.0 ,          10.0 ,               6.0 ,1.5658238032600442      ,                   8 ,               5 ,        4 ,                      4 ,                       2 ,              3 ,                 6 ,               11 ,                3 ,               2 ,                    2 ,        0 ,          1.0 ,        0.0 ,                   0.0 ,                  1.0 ,                 0.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            1.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             1.0 ,                         0.0 ,                           0.0 ,                         1.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
 314 , 39 ,1.5001635467712537  ,             3 ,              1 ,1.7065680636630618      ,             21.0 ,          18.0 ,               9.0 ,1.5658238032600442      ,                  10 ,              10 ,        1 ,                      3 ,                       4 ,              3 ,                 1 ,               14 ,                3 ,               0 ,                    3 ,        0 ,          0.0 ,        1.0 ,                   0.0 ,                  1.0 ,                 0.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            1.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         0.0 ,                     0.0 ,                   1.0 ,                 0.0 ,                            0.0 ,        0.0 ,         1.0
 315 , 43 ,-1.1701349128380225 ,             3 ,              4 ,-1.16224676126315       ,              9.0 ,           8.0 ,               7.0 ,0.09363795813772066     ,                   7 ,              10 ,        4 ,                      3 ,                       1 ,              3 ,                 0 ,               19 ,                3 ,               0 ,                    5 ,        0 ,          1.0 ,        0.0 ,                   0.0 ,                  0.0 ,                 1.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          1.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             1.0 ,                         0.0 ,                           0.0 ,                         1.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
 316 , 49 ,1.5001635467712537  ,             2 ,              3 ,1.4828075426393656      ,             25.0 ,           7.0 ,               1.0 ,-1.0979508909510696     ,                   7 ,               1 ,        2 ,                      3 ,                       4 ,              3 ,                 7 ,               12 ,                3 ,               0 ,                    2 ,        0 ,          1.0 ,        0.0 ,                   0.0 ,                  0.0 ,                 1.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              1.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         0.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            1.0 ,        0.0 ,         1.0
 317 , 52 ,0.24162209711567809 ,             2 ,              2 ,-0.009271169377137132   ,             11.0 ,           8.0 ,               2.0 ,1.5233471860668726      ,                   7 ,               8 ,        4 ,                      3 ,                       1 ,              2 ,                 2 ,               15 ,                3 ,               0 ,                    3 ,        1 ,          0.0 ,        1.0 ,                   0.0 ,                  1.0 ,                 0.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       1.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         0.0 ,                     0.0 ,                   1.0 ,                 0.0 ,                            0.0 ,        1.0 ,         0.0
 318 , 27 ,-1.1701349128380225 ,             3 ,              2 ,-1.1460158735739678     ,              4.0 ,           4.0 ,               3.0 ,0.09363795813772066     ,                   2 ,               5 ,        3 ,                      3 ,                       2 ,              2 ,                 1 ,               12 ,                3 ,               0 ,                    2 ,        0 ,          1.0 ,        0.0 ,                   0.0 ,                  0.0 ,                 1.0 ,                       0.0 ,                              1.0 ,             0.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       1.0 ,                    0.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         1.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        0.0 ,         1.0
 319 , 32 ,0.24162209711567809 ,             2 ,              2 ,0.07832008959391605     ,             13.0 ,          13.0 ,              12.0 ,1.5658238032600442      ,                   9 ,               8 ,        2 ,                      3 ,                       4 ,              3 ,                 1 ,               11 ,                3 ,               0 ,                    2 ,        0 ,          1.0 ,        0.0 ,                   0.0 ,                  1.0 ,                 0.0 ,                       0.0 ,                              0.0 ,             1.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    1.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         0.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            1.0 ,        0.0 ,         1.0
 320 , 27 ,0.24162209711567809 ,             3 ,              3 ,-0.16380617320521396    ,              5.0 ,           5.0 ,               4.0 ,-1.0979508909510696     ,                   4 ,               2 ,        3 ,                      4 ,                       1 ,              3 ,                 1 ,               11 ,                3 ,               0 ,                    3 ,        0 ,          0.0 ,        1.0 ,                   0.0 ,                  0.0 ,                 1.0 ,                       0.0 ,                              0.0 ,             1.0 ,                              0.0 ,                    0.0 ,                          0.0 ,            0.0 ,                           0.0 ,                      0.0 ,                       0.0 ,                    1.0 ,                         0.0 ,                      0.0 ,                             0.0 ,                         1.0 ,                           0.0 ,                         1.0 ,                     0.0 ,                   0.0 ,                 0.0 ,                            0.0 ,        0.0 ,         1.0
