Age ,Gender ,MaritalStatus ,Department             ,JobRole                   ,JobLevel ,JobInvolvement ,JobSatisfaction ,MonthlyIncome ,HourlyRate ,DailyRate ,MonthlyRate ,TotalWorkingYears ,YearsAtCompany ,YearsInCurrentRole ,YearsSinceLastPromotion ,YearsWithCurrManager ,BusinessTravel    ,DistanceFromHome ,Education ,EducationField   ,EnvironmentSatisfaction ,RelationshipSatisfaction ,WorkLifeBalance ,NumCompaniesWorked ,OverTime ,PercentSalaryHike ,PerformanceRating ,StockOptionLevel ,TrainingTimesLastYear ,EmployeeCount ,EmployeeNumber ,Over18 ,StandardHours ,Attrition
 27 ,Female ,Married       ,Sales                  ,Sales Executive           ,       2 ,             3 ,              2 ,         6214 ,        56 ,     1130 ,       3415 ,                8 ,             8 ,                 7 ,                      0 ,                   7 ,Travel_Rarely     ,               8 ,        4 ,Marketing        ,                      2 ,                       1 ,              3 ,                 1 ,No       ,               18 ,                3 ,               1 ,                    3 ,            1 ,           458 ,Y      ,           80 ,No
 37 ,Male   ,Divorced      ,Research & Development ,Manufacturing Director    ,       2 ,             3 ,              4 ,         6347 ,        61 ,     1192 ,      23177 ,                8 ,             6 ,                 2 ,                      0 ,                   4 ,Travel_Rarely     ,               5 ,        2 ,Medical          ,                      4 ,                       3 ,              2 ,                 7 ,No       ,               16 ,                3 ,               2 ,                    2 ,            1 ,           460 ,Y      ,           80 ,No
 38 ,Male   ,Divorced      ,Research & Development ,Research Director         ,       3 ,             2 ,              4 ,        11510 ,        92 ,      343 ,      15682 ,               12 ,            11 ,                10 ,                      2 ,                   9 ,Travel_Rarely     ,              15 ,        2 ,Life Sciences    ,                      3 ,                       2 ,              3 ,                 0 ,Yes      ,               14 ,                3 ,               1 ,                    3 ,            1 ,           461 ,Y      ,           80 ,No
 31 ,Female ,Single        ,Research & Development ,Manufacturing Director    ,       3 ,             3 ,              4 ,         7143 ,        39 ,     1232 ,      25713 ,               11 ,            11 ,                 9 ,                      4 ,                  10 ,Travel_Rarely     ,               7 ,        4 ,Medical          ,                      3 ,                       3 ,              2 ,                 1 ,Yes      ,               14 ,                3 ,               0 ,                    2 ,            1 ,           462 ,Y      ,           80 ,No
 29 ,Female ,Divorced      ,Sales                  ,Sales Executive           ,       2 ,             2 ,              2 ,         8268 ,        39 ,      144 ,      11866 ,                7 ,             7 ,                 7 ,                      1 ,                   7 ,Travel_Rarely     ,              10 ,        1 ,Marketing        ,                      4 ,                       1 ,              3 ,                 1 ,Yes      ,               14 ,                3 ,               2 ,                    2 ,            1 ,           463 ,Y      ,           80 ,No
 35 ,Male   ,Single        ,Research & Development ,Manufacturing Director    ,       3 ,             3 ,              2 ,         8095 ,        62 ,     1296 ,      18264 ,               17 ,            16 ,                 6 ,                      0 ,                  13 ,Travel_Rarely     ,               5 ,        4 ,Technical Degree ,                      3 ,                       4 ,              3 ,                 0 ,No       ,               13 ,                3 ,               0 ,                    5 ,            1 ,           464 ,Y      ,           80 ,No
 23 ,Male   ,Divorced      ,Research & Development ,Research Scientist        ,       1 ,             3 ,              4 ,         2904 ,        83 ,     1309 ,      16092 ,                4 ,             4 ,                 2 ,                      0 ,                   2 ,Travel_Rarely     ,              26 ,        1 ,Life Sciences    ,                      3 ,                       3 ,              2 ,                 1 ,No       ,               12 ,                3 ,               2 ,                    2 ,            1 ,           465 ,Y      ,           80 ,No
 41 ,Male   ,Single        ,Research & Development ,Manufacturing Director    ,       2 ,             2 ,              2 ,         6032 ,        95 ,      483 ,      10110 ,                8 ,             5 ,                 4 ,                      1 ,                   2 ,Travel_Rarely     ,               6 ,        3 ,Medical          ,                      4 ,                       4 ,              3 ,                 6 ,Yes      ,               15 ,                3 ,               0 ,                    3 ,            1 ,           466 ,Y      ,           80 ,No
 47 ,Male   ,Single        ,Sales                  ,Sales Representative      ,       2 ,             3 ,              3 ,         2976 ,        99 ,     1309 ,      25751 ,                5 ,             0 ,                 0 ,                      0 ,                   0 ,Travel_Frequently ,               4 ,        1 ,Medical          ,                      2 ,                       1 ,              3 ,                 3 ,No       ,               19 ,                3 ,               0 ,                    3 ,            1 ,           467 ,Y      ,           80 ,No
 42 ,Female ,Single        ,Research & Development ,Research Director         ,       4 ,             3 ,              4 ,        15992 ,        44 ,      810 ,      15901 ,               16 ,             1 ,                 0 ,                      0 ,                   0 ,Travel_Rarely     ,              23 ,        5 ,Life Sciences    ,                      1 ,                       2 ,              3 ,                 2 ,No       ,               14 ,                3 ,               0 ,                    2 ,            1 ,           468 ,Y      ,           80 ,No
 29 ,Male   ,Married       ,Sales                  ,Sales Executive           ,       2 ,             3 ,              3 ,         4649 ,        61 ,      746 ,      16928 ,                4 ,             4 ,                 3 ,                      0 ,                   2 ,Non-Travel        ,               2 ,        3 ,Life Sciences    ,                      4 ,                       1 ,              2 ,                 1 ,No       ,               14 ,                3 ,               1 ,                    3 ,            1 ,           469 ,Y      ,           80 ,No
 42 ,Male   ,Divorced      ,Human Resources        ,Human Resources           ,       1 ,             3 ,              3 ,         2696 ,        52 ,      544 ,      24017 ,                4 ,             3 ,                 2 ,                      1 ,                   0 ,Travel_Rarely     ,               2 ,        1 ,Technical Degree ,                      3 ,                       3 ,              3 ,                 0 ,Yes      ,               11 ,                3 ,               1 ,                    5 ,            1 ,           470 ,Y      ,           80 ,No
 32 ,Female ,Married       ,Research & Development ,Laboratory Technician     ,       1 ,             3 ,              2 ,         2370 ,        75 ,     1062 ,       3956 ,                8 ,             8 ,                 0 ,                      0 ,                   7 ,Travel_Rarely     ,               2 ,        3 ,Medical          ,                      3 ,                       3 ,              3 ,                 1 ,No       ,               13 ,                3 ,               1 ,                    4 ,            1 ,           471 ,Y      ,           80 ,No
 48 ,Female ,Married       ,Sales                  ,Manager                   ,       3 ,             3 ,              3 ,        12504 ,        91 ,      530 ,      23978 ,               15 ,             0 ,                 0 ,                      0 ,                   0 ,Travel_Rarely     ,              29 ,        1 ,Medical          ,                      1 ,                       2 ,              1 ,                 3 ,No       ,               21 ,                4 ,               1 ,                    3 ,            1 ,           473 ,Y      ,           80 ,No
 37 ,Male   ,Divorced      ,Research & Development ,Research Scientist        ,       2 ,             4 ,              1 ,         5974 ,        51 ,     1319 ,      17001 ,               13 ,             7 ,                 7 ,                      6 ,                   7 ,Travel_Rarely     ,               6 ,        3 ,Medical          ,                      3 ,                       1 ,              3 ,                 4 ,Yes      ,               13 ,                3 ,               2 ,                    2 ,            1 ,           474 ,Y      ,           80 ,No
 30 ,Female ,Married       ,Sales                  ,Sales Executive           ,       2 ,             3 ,              3 ,         4736 ,        85 ,      641 ,       6069 ,                4 ,             2 ,                 2 ,                      2 ,                   2 ,Non-Travel        ,              25 ,        2 ,Technical Degree ,                      4 ,                       2 ,              4 ,                 7 ,Yes      ,               12 ,                3 ,               1 ,                    2 ,            1 ,           475 ,Y      ,           80 ,No
 26 ,Male   ,Married       ,Sales                  ,Sales Executive           ,       2 ,             3 ,              3 ,         5296 ,        57 ,      933 ,      20156 ,                8 ,             8 ,                 7 ,                      7 ,                   7 ,Travel_Rarely     ,               1 ,        3 ,Life Sciences    ,                      3 ,                       2 ,              3 ,                 1 ,No       ,               17 ,                3 ,               1 ,                    3 ,            1 ,           476 ,Y      ,           80 ,No
 42 ,Male   ,Single        ,Research & Development ,Healthcare Representative ,       2 ,             2 ,              4 ,         6781 ,        98 ,     1332 ,      17078 ,               14 ,             1 ,                 0 ,                      0 ,                   0 ,Travel_Rarely     ,               2 ,        4 ,Other            ,                      1 ,                       2 ,              3 ,                 3 ,No       ,               23 ,                4 ,               0 ,                    6 ,            1 ,           477 ,Y      ,           80 ,No
 21 ,Female ,Single        ,Sales                  ,Sales Representative      ,       1 ,             2 ,              2 ,         2174 ,        99 ,      756 ,       9150 ,                3 ,             3 ,                 2 ,                      1 ,                   2 ,Travel_Frequently ,               1 ,        1 ,Technical Degree ,                      1 ,                       3 ,              3 ,                 1 ,Yes      ,               11 ,                3 ,               0 ,                    3 ,            1 ,           478 ,Y      ,           80 ,Yes
 36 ,Female ,Single        ,Sales                  ,Sales Executive           ,       2 ,             3 ,              4 ,         6653 ,        45 ,      845 ,      15276 ,                7 ,             1 ,                 0 ,                      0 ,                   0 ,Non-Travel        ,               1 ,        5 ,Medical          ,                      4 ,                       2 ,              3 ,                 4 ,No       ,               15 ,                3 ,               0 ,                    6 ,            1 ,           479 ,Y      ,           80 ,No
 36 ,Male   ,Married       ,Sales                  ,Sales Executive           ,       3 ,             2 ,              4 ,         9699 ,        48 ,      541 ,       7246 ,               16 ,            13 ,                 9 ,                      1 ,                  12 ,Travel_Frequently ,               3 ,        4 ,Medical          ,                      1 ,                       1 ,              3 ,                 4 ,No       ,               11 ,                3 ,               1 ,                    2 ,            1 ,           481 ,Y      ,           80 ,No
 57 ,Male   ,Married       ,Research & Development ,Healthcare Representative ,       2 ,             3 ,              3 ,         6755 ,        88 ,      593 ,       2967 ,               15 ,             3 ,                 2 ,                      1 ,                   2 ,Travel_Rarely     ,               1 ,        4 ,Medical          ,                      4 ,                       3 ,              3 ,                 2 ,No       ,               11 ,                3 ,               0 ,                    2 ,            1 ,           482 ,Y      ,           80 ,No
 40 ,Female ,Married       ,Research & Development ,Laboratory Technician     ,       1 ,             4 ,              3 ,         2213 ,        46 ,     1171 ,      22495 ,               10 ,             7 ,                 7 ,                      1 ,                   7 ,Travel_Rarely     ,              10 ,        4 ,Life Sciences    ,                      4 ,                       3 ,              3 ,                 3 ,Yes      ,               13 ,                3 ,               1 ,                    3 ,            1 ,           483 ,Y      ,           80 ,No
 21 ,Male   ,Single        ,Sales                  ,Sales Representative      ,       1 ,             3 ,              4 ,         2610 ,        39 ,      895 ,       2851 ,                3 ,             3 ,                 2 ,                      2 ,                   2 ,Non-Travel        ,               9 ,        2 ,Medical          ,                      1 ,                       3 ,              2 ,                 1 ,No       ,               24 ,                4 ,               0 ,                    3 ,            1 ,           484 ,Y      ,           80 ,No
 33 ,Female ,Single        ,Sales                  ,Sales Representative      ,       1 ,             3 ,              3 ,         2851 ,        34 ,      350 ,       9150 ,                1 ,             1 ,                 0 ,                      0 ,                   0 ,Travel_Rarely     ,               5 ,        3 ,Marketing        ,                      4 ,                       2 ,              3 ,                 1 ,Yes      ,               13 ,                3 ,               0 ,                    2 ,            1 ,           485 ,Y      ,           80 ,Yes
 37 ,Female ,Married       ,Research & Development ,Laboratory Technician     ,       1 ,             3 ,              1 ,         3452 ,        98 ,      921 ,      17663 ,               17 ,             5 ,                 4 ,                      0 ,                   3 ,Travel_Rarely     ,              10 ,        3 ,Medical          ,                      3 ,                       2 ,              3 ,                 6 ,No       ,               20 ,                4 ,               1 ,                    3 ,            1 ,           486 ,Y      ,           80 ,No
 46 ,Female ,Married       ,Research & Development ,Manufacturing Director    ,       2 ,             3 ,              3 ,         5258 ,        30 ,     1144 ,      16044 ,                7 ,             1 ,                 0 ,                      0 ,                   0 ,Non-Travel        ,               7 ,        4 ,Medical          ,                      3 ,                       3 ,              4 ,                 2 ,No       ,               14 ,                3 ,               0 ,                    2 ,            1 ,           487 ,Y      ,           80 ,No
 41 ,Male   ,Single        ,Sales                  ,Sales Executive           ,       2 ,             3 ,              2 ,         9355 ,        56 ,      143 ,       9558 ,                8 ,             8 ,                 7 ,                      7 ,                   7 ,Travel_Frequently ,               4 ,        3 ,Marketing        ,                      1 ,                       3 ,              3 ,                 1 ,No       ,               18 ,                3 ,               0 ,                    5 ,            1 ,           488 ,Y      ,           80 ,Yes
 50 ,Male   ,Single        ,Research & Development ,Healthcare Representative ,       3 ,             2 ,              4 ,        10496 ,       100 ,     1046 ,       2755 ,               20 ,             4 ,                 3 ,                      1 ,                   3 ,Travel_Rarely     ,              10 ,        3 ,Technical Degree ,                      4 ,                       4 ,              3 ,                 6 ,No       ,               15 ,                3 ,               0 ,                    2 ,            1 ,           491 ,Y      ,           80 ,No
 40 ,Male   ,Married       ,Sales                  ,Sales Executive           ,       2 ,             2 ,              3 ,         6380 ,        68 ,      575 ,       6110 ,                8 ,             6 ,                 4 ,                      1 ,                   0 ,Travel_Rarely     ,              22 ,        2 ,Marketing        ,                      3 ,                       1 ,              3 ,                 2 ,Yes      ,               12 ,                3 ,               2 ,                    6 ,            1 ,           492 ,Y      ,           80 ,Yes
 31 ,Male   ,Single        ,Research & Development ,Research Scientist        ,       1 ,             2 ,              2 ,         2657 ,        42 ,      408 ,       7551 ,                3 ,             2 ,                 2 ,                      2 ,                   2 ,Travel_Rarely     ,               9 ,        4 ,Life Sciences    ,                      3 ,                       4 ,              3 ,                 0 ,Yes      ,               16 ,                3 ,               0 ,                    5 ,            1 ,           493 ,Y      ,           80 ,No
 21 ,Female ,Single        ,Sales                  ,Sales Representative      ,       1 ,             4 ,              2 ,         2716 ,        90 ,      156 ,      25422 ,                1 ,             1 ,                 0 ,                      0 ,                   0 ,Travel_Rarely     ,              12 ,        3 ,Life Sciences    ,                      3 ,                       4 ,              3 ,                 1 ,No       ,               15 ,                3 ,               0 ,                    0 ,            1 ,           494 ,Y      ,           80 ,Yes
 29 ,Male   ,Single        ,Research & Development ,Research Scientist        ,       1 ,             3 ,              4 ,         2201 ,        54 ,     1283 ,      18168 ,                6 ,             3 ,                 2 ,                      1 ,                   2 ,Travel_Rarely     ,              23 ,        3 ,Life Sciences    ,                      4 ,                       4 ,              3 ,                 9 ,No       ,               16 ,                3 ,               0 ,                    4 ,            1 ,           495 ,Y      ,           80 ,No
 35 ,Male   ,Single        ,Research & Development ,Healthcare Representative ,       2 ,             2 ,              2 ,         6540 ,        97 ,      755 ,      19394 ,               10 ,             1 ,                 1 ,                      0 ,                   0 ,Travel_Rarely     ,               9 ,        4 ,Life Sciences    ,                      3 ,                       3 ,              3 ,                 9 ,No       ,               19 ,                3 ,               0 ,                    5 ,            1 ,           496 ,Y      ,           80 ,No
 27 ,Male   ,Divorced      ,Research & Development ,Laboratory Technician     ,       1 ,             3 ,              2 ,         3816 ,        82 ,     1469 ,      17881 ,                5 ,             5 ,                 2 ,                      0 ,                   4 ,Travel_Rarely     ,               1 ,        2 ,Medical          ,                      4 ,                       2 ,              3 ,                 1 ,No       ,               11 ,                3 ,               1 ,                    2 ,            1 ,           497 ,Y      ,           80 ,No
 28 ,Male   ,Single        ,Sales                  ,Sales Executive           ,       2 ,             3 ,              4 ,         5253 ,        92 ,      304 ,      20750 ,                7 ,             7 ,                 5 ,                      0 ,                   7 ,Travel_Rarely     ,               9 ,        4 ,Life Sciences    ,                      2 ,                       4 ,              3 ,                 1 ,No       ,               16 ,                3 ,               0 ,                    1 ,            1 ,           498 ,Y      ,           80 ,No
 49 ,Male   ,Single        ,Research & Development ,Healthcare Representative ,       3 ,             2 ,              3 ,        10965 ,        31 ,     1261 ,      12066 ,               26 ,             5 ,                 2 ,                      0 ,                   0 ,Travel_Rarely     ,               7 ,        3 ,Other            ,                      2 ,                       3 ,              3 ,                 8 ,No       ,               24 ,                4 ,               0 ,                    2 ,            1 ,           499 ,Y      ,           80 ,No
 51 ,Female ,Married       ,Sales                  ,Sales Executive           ,       2 ,             3 ,              4 ,         4936 ,        87 ,     1178 ,      14862 ,               18 ,             7 ,                 7 ,                      0 ,                   7 ,Travel_Rarely     ,              14 ,        2 ,Life Sciences    ,                      3 ,                       3 ,              2 ,                 4 ,No       ,               11 ,                3 ,               1 ,                    2 ,            1 ,           500 ,Y      ,           80 ,No
 36 ,Female ,Married       ,Research & Development ,Research Scientist        ,       1 ,             3 ,              3 ,         2543 ,        96 ,      329 ,      11868 ,                6 ,             2 ,                 2 ,                      2 ,                   2 ,Travel_Rarely     ,               2 ,        3 ,Life Sciences    ,                      4 ,                       2 ,              3 ,                 4 ,No       ,               13 ,                3 ,               1 ,                    3 ,            1 ,           501 ,Y      ,           80 ,No
 34 ,Male   ,Single        ,Sales                  ,Sales Executive           ,       2 ,             4 ,              4 ,         5304 ,        67 ,     1362 ,       4652 ,                9 ,             5 ,                 2 ,                      0 ,                   4 ,Non-Travel        ,              19 ,        3 ,Marketing        ,                      1 ,                       2 ,              2 ,                 8 ,Yes      ,               13 ,                3 ,               0 ,                    3 ,            1 ,           502 ,Y      ,           80 ,Yes
 55 ,Female ,Single        ,Research & Development ,Manager                   ,       4 ,             3 ,              4 ,        16659 ,        97 ,     1311 ,      23258 ,               30 ,             5 ,                 4 ,                      1 ,                   2 ,Travel_Rarely     ,               2 ,        3 ,Life Sciences    ,                      3 ,                       3 ,              3 ,                 2 ,Yes      ,               13 ,                3 ,               0 ,                    2 ,            1 ,           505 ,Y      ,           80 ,No
 24 ,Female ,Divorced      ,Sales                  ,Sales Executive           ,       2 ,             3 ,              3 ,         4260 ,        77 ,     1371 ,       5915 ,                5 ,             5 ,                 2 ,                      0 ,                   3 ,Travel_Rarely     ,              10 ,        4 ,Marketing        ,                      4 ,                       4 ,              4 ,                 1 ,Yes      ,               12 ,                3 ,               1 ,                    2 ,            1 ,           507 ,Y      ,           80 ,No
 30 ,Male   ,Married       ,Sales                  ,Sales Representative      ,       1 ,             3 ,              2 ,         2476 ,        72 ,      202 ,      17434 ,                1 ,             1 ,                 0 ,                      0 ,                   0 ,Travel_Rarely     ,               2 ,        1 ,Technical Degree ,                      3 ,                       1 ,              3 ,                 1 ,No       ,               18 ,                3 ,               1 ,                    3 ,            1 ,           508 ,Y      ,           80 ,No
 26 ,Male   ,Single        ,Research & Development ,Research Scientist        ,       1 ,             3 ,              1 ,         3102 ,        73 ,      575 ,       6582 ,                7 ,             6 ,                 4 ,                      0 ,                   4 ,Travel_Frequently ,               3 ,        1 ,Technical Degree ,                      3 ,                       3 ,              3 ,                 0 ,No       ,               22 ,                4 ,               0 ,                    2 ,            1 ,           510 ,Y      ,           80 ,Yes
 22 ,Female ,Married       ,Research & Development ,Research Scientist        ,       1 ,             3 ,              2 ,         2244 ,        43 ,      253 ,      24440 ,                2 ,             2 ,                 1 ,                      1 ,                   2 ,Travel_Rarely     ,              11 ,        3 ,Medical          ,                      1 ,                       4 ,              3 ,                 1 ,No       ,               13 ,                3 ,               1 ,                    1 ,            1 ,           511 ,Y      ,           80 ,No
 36 ,Male   ,Married       ,Sales                  ,Sales Executive           ,       3 ,             2 ,              3 ,         7596 ,        61 ,      164 ,       3809 ,               10 ,            10 ,                 9 ,                      9 ,                   0 ,Travel_Rarely     ,               2 ,        2 ,Medical          ,                      2 ,                       2 ,              3 ,                 1 ,No       ,               13 ,                3 ,               2 ,                    2 ,            1 ,           513 ,Y      ,           80 ,No
 30 ,Male   ,Single        ,Research & Development ,Research Scientist        ,       1 ,             3 ,              4 ,         2285 ,        40 ,      464 ,       3427 ,                3 ,             1 ,                 0 ,                      0 ,                   0 ,Travel_Frequently ,               4 ,        3 ,Technical Degree ,                      3 ,                       3 ,              3 ,                 9 ,Yes      ,               23 ,                4 ,               0 ,                    4 ,            1 ,           514 ,Y      ,           80 ,Yes
 37 ,Female ,Divorced      ,Research & Development ,Laboratory Technician     ,       1 ,             3 ,              1 ,         3034 ,        95 ,     1107 ,      26914 ,               18 ,            18 ,                 7 ,                     12 ,                  17 ,Travel_Rarely     ,              14 ,        3 ,Life Sciences    ,                      4 ,                       3 ,              2 ,                 1 ,No       ,               12 ,                3 ,               1 ,                    2 ,            1 ,           515 ,Y      ,           80 ,No
 40 ,Female ,Divorced      ,Sales                  ,Sales Executive           ,       2 ,             3 ,              2 ,         5715 ,        46 ,      759 ,      22553 ,                8 ,             5 ,                 4 ,                      1 ,                   3 ,Travel_Rarely     ,               2 ,        2 ,Marketing        ,                      4 ,                       3 ,              3 ,                 7 ,No       ,               12 ,                3 ,               2 ,                    5 ,            1 ,           516 ,Y      ,           80 ,No
 42 ,Female ,Divorced      ,Research & Development ,Laboratory Technician     ,       1 ,             3 ,              1 ,         2576 ,        95 ,      201 ,      20490 ,                8 ,             5 ,                 2 ,                      1 ,                   2 ,Travel_Rarely     ,               1 ,        4 ,Life Sciences    ,                      2 ,                       2 ,              3 ,                 3 ,No       ,               16 ,                3 ,               1 ,                    5 ,            1 ,           517 ,Y      ,           80 ,No
 37 ,Male   ,Single        ,Research & Development ,Manufacturing Director    ,       2 ,             3 ,              2 ,         4197 ,        49 ,     1305 ,      21123 ,               18 ,             1 ,                 0 ,                      0 ,                   1 ,Travel_Rarely     ,              10 ,        4 ,Life Sciences    ,                      3 ,                       4 ,              2 ,                 2 ,Yes      ,               12 ,                3 ,               0 ,                    2 ,            1 ,           518 ,Y      ,           80 ,No
 43 ,Male   ,Divorced      ,Research & Development ,Research Director         ,       4 ,             2 ,              2 ,        14336 ,        59 ,      982 ,       4345 ,               25 ,            25 ,                10 ,                      3 ,                   9 ,Travel_Rarely     ,              12 ,        3 ,Life Sciences    ,                      1 ,                       3 ,              3 ,                 1 ,No       ,               11 ,                3 ,               1 ,                    3 ,            1 ,           520 ,Y      ,           80 ,No
 40 ,Female ,Married       ,Research & Development ,Laboratory Technician     ,       2 ,             2 ,              3 ,         3448 ,        78 ,      555 ,      13436 ,               20 ,             1 ,                 0 ,                      0 ,                   0 ,Travel_Rarely     ,               2 ,        3 ,Medical          ,                      2 ,                       2 ,              3 ,                 6 ,No       ,               22 ,                4 ,               1 ,                    3 ,            1 ,           521 ,Y      ,           80 ,No
 54 ,Male   ,Married       ,Research & Development ,Research Director         ,       5 ,             3 ,              1 ,        19406 ,        86 ,      821 ,       8509 ,               24 ,             4 ,                 2 ,                      1 ,                   2 ,Travel_Rarely     ,               5 ,        2 ,Medical          ,                      1 ,                       3 ,              2 ,                 4 ,No       ,               11 ,                3 ,               1 ,                    4 ,            1 ,           522 ,Y      ,           80 ,No
 34 ,Female ,Married       ,Sales                  ,Sales Executive           ,       2 ,             3 ,              3 ,         6538 ,        72 ,     1381 ,      12740 ,                6 ,             3 ,                 2 ,                      1 ,                   2 ,Non-Travel        ,               4 ,        4 ,Marketing        ,                      3 ,                       1 ,              3 ,                 9 ,No       ,               15 ,                3 ,               1 ,                    3 ,            1 ,           523 ,Y      ,           80 ,No
 31 ,Female ,Married       ,Research & Development ,Manufacturing Director    ,       2 ,             3 ,              1 ,         4306 ,        31 ,      480 ,       4156 ,               13 ,            13 ,                10 ,                      3 ,                  12 ,Travel_Rarely     ,               7 ,        2 ,Medical          ,                      2 ,                       2 ,              1 ,                 1 ,No       ,               12 ,                3 ,               1 ,                    5 ,            1 ,           524 ,Y      ,           80 ,No
 43 ,Male   ,Married       ,Research & Development ,Laboratory Technician     ,       1 ,             3 ,              4 ,         2258 ,        61 ,      313 ,      15238 ,                8 ,             3 ,                 2 ,                      1 ,                   2 ,Travel_Frequently ,              21 ,        3 ,Medical          ,                      4 ,                       1 ,              3 ,                 7 ,No       ,               20 ,                4 ,               1 ,                    1 ,            1 ,           525 ,Y      ,           80 ,No
 43 ,Female ,Divorced      ,Research & Development ,Healthcare Representative ,       2 ,             3 ,              3 ,         4522 ,        74 ,     1473 ,       2227 ,                8 ,             5 ,                 2 ,                      0 ,                   2 ,Travel_Rarely     ,               8 ,        4 ,Other            ,                      3 ,                       4 ,              3 ,                 4 ,Yes      ,               14 ,                3 ,               0 ,                    3 ,            1 ,           526 ,Y      ,           80 ,No
 25 ,Female ,Single        ,Sales                  ,Sales Executive           ,       2 ,             2 ,              4 ,         4487 ,        99 ,      891 ,      12090 ,                5 ,             5 ,                 4 ,                      1 ,                   3 ,Travel_Rarely     ,               4 ,        2 ,Life Sciences    ,                      2 ,                       2 ,              3 ,                 1 ,Yes      ,               11 ,                3 ,               0 ,                    3 ,            1 ,           527 ,Y      ,           80 ,No
 37 ,Female ,Married       ,Research & Development ,Research Scientist        ,       2 ,             3 ,              3 ,         4449 ,        72 ,     1063 ,      23866 ,               15 ,            13 ,                11 ,                     10 ,                   7 ,Non-Travel        ,              25 ,        5 ,Medical          ,                      2 ,                       1 ,              3 ,                 3 ,Yes      ,               15 ,                3 ,               2 ,                    2 ,            1 ,           529 ,Y      ,           80 ,No
 31 ,Male   ,Married       ,Research & Development ,Laboratory Technician     ,       1 ,             2 ,              1 ,         2218 ,        98 ,      329 ,      16193 ,                4 ,             4 ,                 2 ,                      3 ,                   2 ,Travel_Rarely     ,               1 ,        2 ,Life Sciences    ,                      4 ,                       3 ,              3 ,                 1 ,No       ,               12 ,                3 ,               1 ,                    3 ,            1 ,           530 ,Y      ,           80 ,No
 39 ,Male   ,Divorced      ,Research & Development ,Manager                   ,       5 ,             3 ,              3 ,        19197 ,        52 ,     1218 ,       8213 ,               21 ,            21 ,                 8 ,                      1 ,                   6 ,Travel_Frequently ,               1 ,        1 ,Life Sciences    ,                      2 ,                       3 ,              3 ,                 1 ,Yes      ,               14 ,                3 ,               1 ,                    3 ,            1 ,           531 ,Y      ,           80 ,No
 56 ,Female ,Married       ,Sales                  ,Sales Executive           ,       4 ,             4 ,              1 ,        13212 ,        86 ,      906 ,      18256 ,               36 ,             7 ,                 7 ,                      7 ,                   7 ,Travel_Frequently ,               6 ,        3 ,Life Sciences    ,                      3 ,                       4 ,              2 ,                 9 ,No       ,               11 ,                3 ,               3 ,                    0 ,            1 ,           532 ,Y      ,           80 ,No
 30 ,Female ,Single        ,Sales                  ,Sales Executive           ,       2 ,             3 ,              3 ,         6577 ,        83 ,     1082 ,      19558 ,                6 ,             5 ,                 4 ,                      4 ,                   4 ,Travel_Rarely     ,              12 ,        3 ,Technical Degree ,                      2 ,                       2 ,              3 ,                 0 ,No       ,               11 ,                3 ,               0 ,                    6 ,            1 ,           533 ,Y      ,           80 ,No
 41 ,Male   ,Married       ,Sales                  ,Sales Executive           ,       3 ,             4 ,              1 ,         8392 ,        49 ,      645 ,      19566 ,               10 ,            10 ,                 7 ,                      0 ,                   7 ,Travel_Rarely     ,               1 ,        3 ,Marketing        ,                      2 ,                       3 ,              3 ,                 1 ,No       ,               16 ,                3 ,               1 ,                    2 ,            1 ,           534 ,Y      ,           80 ,No
 28 ,Male   ,Divorced      ,Research & Development ,Laboratory Technician     ,       2 ,             3 ,              1 ,         4558 ,        79 ,     1300 ,      13535 ,               10 ,            10 ,                 0 ,                      1 ,                   8 ,Travel_Rarely     ,              17 ,        2 ,Medical          ,                      3 ,                       4 ,              3 ,                 1 ,No       ,               12 ,                3 ,               1 ,                    2 ,            1 ,           536 ,Y      ,           80 ,No
 25 ,Male   ,Married       ,Research & Development ,Laboratory Technician     ,       1 ,             3 ,              1 ,         4031 ,        91 ,      688 ,       9396 ,                6 ,             2 ,                 2 ,                      0 ,                   2 ,Travel_Rarely     ,               3 ,        3 ,Medical          ,                      1 ,                       3 ,              3 ,                 5 ,No       ,               13 ,                3 ,               1 ,                    5 ,            1 ,           538 ,Y      ,           80 ,Yes
 52 ,Male   ,Married       ,Research & Development ,Manufacturing Director    ,       3 ,             2 ,              3 ,         7969 ,        39 ,      319 ,      19609 ,               28 ,             5 ,                 4 ,                      0 ,                   4 ,Travel_Rarely     ,               3 ,        3 ,Medical          ,                      4 ,                       3 ,              3 ,                 2 ,Yes      ,               14 ,                3 ,               0 ,                    4 ,            1 ,           543 ,Y      ,           80 ,No
 45 ,Male   ,Married       ,Research & Development ,Research Scientist        ,       1 ,             3 ,              4 ,         2654 ,        69 ,      192 ,       9655 ,                8 ,             2 ,                 2 ,                      0 ,                   2 ,Travel_Rarely     ,              10 ,        2 ,Life Sciences    ,                      1 ,                       4 ,              2 ,                 3 ,No       ,               21 ,                4 ,               2 ,                    3 ,            1 ,           544 ,Y      ,           80 ,No
